Pos;Solution;Nombre_noeuds;Temps
YOORXWGWWOBYYXYOBYRBGRXYRGRRRGGXBWGOWWGYXOBRBBWBOXOYGW;;;
YOOBXWRRWOWGYXROBYYYGBXYRGRRRGGXBWGOWWGYXOBRBBWBOXOYGW;;;
YOOBXGRRROWGYXROBYYWWBXRRGRGYGYXBWGOWWGYXOBRBBWBOXOYGW;;;
YOOWXGYBRORRYXBOBYGRWWXRRGRGYGYXBWGOWWGYXOBRBBWBOXOYGW;;;
YOOWXGYBRORROXBYGYGRWWXRRGRGYGYXBWGOWWGYXBBYOBWBRXOBOW;;;
YOOWXGYBRORROXGYWRGRWWXRBRRGYGYXBWGOWWGYXBBYOYGBBXOBOW;;;
YOOWXGYBRORRYXGOBRGRWWXRBRRGYGYXBWGOWWGYXOBBBYGBOXOYWW;;;
YOOGXGRRROWGYXROBRYWWBXRBRRGYGYXBWGOWWGYXOBBBYGBOXOYWW;;;
YOOGXGRRROWGYXROBRYWWBXRBRRGYGYXOWWWWWGGXOOBBYGBOXBYYB;;;
YGWGXWRRROWGYXROBRYWWBXRBRRGOOYXGWWWGOGYXOOBBYGBOXBYYB;;;
YGWGXWRRROWGYXROBRYWWBXRBRRGOOYXBWYBGOGWXOWGBYGBOXBYYO;;;
YGWGXWRRROWGYXROBRYWWBXYBYWGOOBXBBGBGOGWXOWGBYRROXRYYO;;;
YWGGXORRROWGYXROBRYWWBXYBYWGGWBXWBGBOBGOXOWGBYRROXRYYO;;;
YWGGXORRROWGYXYOBBYWWRXYYOWGGWBXWBGBOBGOXOWGBRBRRXRYYO;;;
YWGGXORRROWGYXYOBBYWWRXGYBBGGWRXWRBBOBGOXOWGBRYWRXOYYO;;;
GOGBXORRRYWGGXYOBBYWWRXGYBBGGWRXWRBBOYOOXWWGBRYWRXOYYO;;;
GOGWXOYRRYRRGXBOBBGYWWXGYBBGGWRXWRBBOYOOXWWGBRYWRXOYYO;;;
YRGGXOYRROWRYXBOBBGYWWXGYBBGGWRXWRBBOWGOXOWGBRYWRXOYYO;;;
YRGGXOYRROWRRXBYYBGYWWXGYBBGGWRXWRBBOWGOXBWYORYWGXOBOO;;;
YRGGXOYRROWRRXBYYBGYWWXGYBBGGWRXOROOOWGBXBBWORYWGXYBOW;;;
YRGBXORWROWGRXYYYBYGWRXGYBBGGWRXOROOOWGBXBBWORYWGXYBOW;;;
YRGGXOYRROWRRXBYYBGYWWXGYBBGGWRXOROOOWGBXBBWORYWGXYBOW;;;
YBOGXWYRROWRRXBYYBGYWWXGYBBGRGRXOROOWOGGXBBWORYWGXYBOW;;;
OWORXWYRRGBROXBYYBGYWWXGYBBGRGRXOROOWGYGXBBWORYWGXYBOW;;;
OWORXWYRRGBROXBYWYGYWYXGRGBGRGRXOROOWGYGXBBWOBYWBXYBOW;;;
OWOYXWGYRGRYOXRYWYRBWBXGRGBGRGRXOROOWGYGXBBWOBYWBXYBOW;;;
OWOYXWGYRGRYOXRYWYRBWBXORRRGRGYXOWYOWGYGXBBWOBGBBXGBOW;;;
OWOBXWRBRGYGOXYYWYYRWRXORRRGRGYXOWYOWGYGXBBWOBGBBXGBOW;;;
ORGBXORBRGYGOXYYWYYRWRXORRRGGWYXGWYOOWYWXBBWOBGBBXGBOW;;;
ORGBXORBRGYGOXRYRRYRWGXOBBRGGWYXGWYOOWYWXBBWOYWBYXGBOW;;;
ORGRXOGYRGGYOXRYRRRBWBXOBBRGGWYXGWYOOWYWXBBWOYWBYXGBOW;;;
OWORXWGYRGGYOXRYRRRBWBXOBBRGRGYXOWYOWGYGXBBWOYWBYXGBOW;;;
ORGRXOGYRGGYOXRYRRRBWBXOBBRGGWYXGWYOOWYWXBBWOYWBYXGBOW;;;
ORGRXOYGRGBROXBYRRGRWYXOBBRGGWYXGWYOOWYWXBBWOYWBYXGBOW;;;
GBGOXOYGRYBRWXBYRRGRWYXOBBRGGWYXGWYOOROWXRBWOYWBYXGBOW;;;
GBGOXOYGRYBRWXBYRRGRWYXOBBRGGWYXGWOWOROYXROGOYWBYXWBWB;;;
GBGOXOYGRYBRWXBYRRGRWYXWBWBGGWBXGROWOROYXROGOYOWYXYBWB;;;
GBGBXORBRYYGWXRYRRYOWGXWBWBGGWBXGROWOROYXROGOYOWYXYBWB;;;
GGWBXGRBRYYGWXRYRRYOWGXWBWBGYOBXRROWGOOBXROGOYOWYXYBWB;;;
GGWBXGRBRYYGWXRYRRYOWGXOBBRGYOYXRWOWGOOBXROGOYWBYXWBWB;;;
GBGBXORBRYYGWXRYRRYOWGXOBBRGGWYXGWOWOROYXROGOYWBYXWBWB;;;
GBGBXORBRYYGGXRORRYOWGXOBBRGGWYXGWOWOROYXWOYBYWBWXWYRB;;;
GBGRXOGYRYGYGXOORRRBWBXOBBRGGWYXGWOWOROYXWOYBYWBWXWYRB;;;
GBGBXORBRYYGGXRORRYOWGXOBBRGGWYXGWOWOROYXWOYBYWBWXWYRB;;;
GBGBXYRGGYYGGXRORRYORGXBBBRWOWOXGWOWOROYXWOYBYWBWXWYRB;;;
GBGBXYRGGYYGYXRBWRYORGXBBBRWOWOXGWOWOROYXROWYYWBGXWORB;;;
ORGRXYRGGGBGBXRBWRYORGXBBBRWOWOXGWOWOYYYXYOWYYWBGXWORB;;;
ORGRXYRGGGBGBXRBWRYORGXBBBRWOWOXWWYOOYYRXYBWYYWBGXGOOW;;;
GBGBXYRGGYYGYXRBWRYORGXBBBRWOWOXWWYOORORXRBWYYWBGXGOOW;;;
GBGBXYRGGYYGYXGBWYYORWXBRRRWOWOXWWYOORORXRBWYBGBBXGOOW;;;
GBGGXYGYGYWYYXOBWYRBRGXBRRRWOWOXWWYOORORXRBWYBGBBXGOOW;;;
GBGGXYGYGYWYYXOBWYRBRGXBRRRWOWOXGWOWOROYXROWYBGBBXWORB;;;
YWGYXYGYGORYRXOBWYRBRGXBRRRWOWOXGWOWOGGYXBOWYBGBBXWORB;;;
YWGYXYGYGORYRXOBWYRBRGXOROWWOWWXGBGWOGGYXBOWYBBRBXRORB;;;
YWGYXYGYGORYBXOORYRBRGXOROWWOWWXGBGWOGGYXWORBBBRWXRYBB;;;
YWGYXYGYGORYBXOORYRBRGXOROWWOWWXRBYOOGGBXWBRBBBRWXGYGW;;;
YWGYXYGYGORYBXOOGRRBRBXOBWWWOWWXRBYOOGGBXWBRBYRROXGYGW;;;
YWGYXYGYGORYBXOOGRRBRBXRBGRWOWWXRWOOOGGBXWBRBYYBOXWYGW;;;
ORGBXYGYGGWYGXOOGRRBRBXRBGRWOWWXRWOOOYYBXWBRBYYBOXWYGW;;;
OOWBXRGYGGWYGXOOGRRBRBXRBGRWBOWXYWOOGYYRXWBRBYYBOXWYGW;;;
GWWGXRGYGYWYYXOOGRRBRBXRBGRWBOWXYWOOGBORXOBRBYYBOXWYGW;;;
GWWGXRGYGYWYYXOOGRRBRBXRBGRWBOWXWWGWGBOOXOOYBYYBOXRYRB;;;
GBOGXWGYGYWYYXOOGRRBRBXRBGRWOGWXBWGWWROWXOOYBYYBOXRYRB;;;
GBOOXWYWGYBRYXBOGRGGRYXRBGRWOGWXBWGWWROWXOOYBYYBOXRYRB;;;
GBOOXWYWGYBRYXOOYYGGRGXRRBRWOGWXBWGWWROWXOOYBBYBGXRYRB;;;
GWWOXRYWGYBRYXOOYYGGRGXRRBRWBOWXWWGWGBOOXOOYBBYBGXRYRB;;;
GWWGXRGGGYWYYXOOYYRORBXRRBRWBOWXWWGWGBOOXOOYBBYBGXRYRB;;;
GWWOXRYWGYBRYXOOYYGGRGXRRBRWBOWXWWGWGBOOXOOYBBYBGXRYRB;;;
YBWYXRYWGOORBXOOYYGGRGXRRBRWBOWXWWGWGOGOXWOYBBYBGXRYRB;;;
YBWYXRYWGOORGXOYRYGGRGXRRBRWBOWXWWGWGOGOXYOBOBYBYXRBWB;;;
YBWYXWYBWOORGXOYRYGRGGXWRBRRROGXWWGWGOGOXYOBOBYBYXRBWB;;;
YBWYXWYBWOORGXOYRYGRGGXWRBRRROGXRWWBGOGGXYWWOBYBYXBBOO;;;
YBWYXWYBWOORGXOYRYGRGGXYRBBRROBXRRWBGOGGXYWWOBWWYXGBOO;;;
YBWOXWROWOGGGXRYRYYYGBXYRBBRROBXRRWBGOGGXYWWOBWWYXGBOO;;;
YBWOXYRYGOGGGXRYRYYBRBXRRBBWOOWXRRWBGOGGXYWWOBWWYXGBOO;;;
YBWOXYRYGOGGGXRYRYYBRBXWRWRWOOGXRWWBGOGGXYWWOBRBYXBBOO;;;
YBWOXYRYGOGGGXRYRYYBRBXWRWRWOOGXBWOOGOGWXYBROBRBYXWBGW;;;
YBWOXYRYGOGGGXRYRYYBRBXWRWRWOOGXWWGWGOGOXYOBOBRBYXRBWB;;;
YBWOXGROWOGGGXRYRYYYGBXYRWRRWOBXWWGWGOGOXYOBOBRBYXRBWB;;;
OGWGXGROWGYGOXRYRYYYGBXYRWRRWOBXWWGWGOYOXBOBOBRBYXRBWB;;;
OGWGXGROWGYGOXRYRYYYGBXRRRBRWOWXWRYWGOYOXBOBOBGWYXBBWB;;;
OGWGXGROWGYGOXYYGBYYGRXRYRBRWOWXWRYWGOYOXBOBORBWRXBBWB;;;
OGWGXGROWGYGOXYYGBYYGRXBYBWRWORXWBRWGOYOXBOBORYRRXWBWB;;;
OGWGXGROWGYGRXYBWBYYGRXBYBWRWORXWBRWGOYOXGOOYRYRBXWOBB;;;
OGWGXGROWGYGRXYBWBYYGRXRYRBRWOWXWRYWGOYOXGOOYRBWBXBOBB;;;
OGWGXYRRGGYGRXYBWBYWRRXWYRBWOOGXWRYWGOYOXGOOYRBWBXBOBB;;;
OGWGXGROWGYGRXYBWBYYGRXRYRBRWOWXWRYWGOYOXGOOYRBWBXBOBB;;;
OGWGXGROWGYGBXYOBBYYGRXRYRBRWOWXWRYWGOYOXWORBRBWOXBYGB;;;
OGWGXGROWGYGBXYOBBYYGRXRYRBRWOWXBRGBGOYYXWWWBRBWOXRYOO;;;
OYGGXOROWGYGBXYOBBYYGRXRYRBRGWWXGRGBOBYWXWWWBRBWOXRYOO;;;
OYGGXOROWGYGOXYYOBYYGRXRYRBRGWWXGRGBOBYWXBWBORBWWXRBWO;;;
OYGGXOROWGYGOXYYOBYYGRXRYRBRGWWXBRWWOBYWXBORORBWWXGBGB;;;
OYGYXOYRWGOROXGYOBGYGYXRYRBRGWWXBRWWOBYWXBORORBWWXGBGB;;;
OWOYXBYRWGOROXGYOBGYGYXRYRBRYGWXORWWWBYGXBORORBWWXGBGB;;;
OYGYXOYRWGOROXGYOBGYGYXRYRBRGWWXBRWWOBYWXBORORBWWXGBGB;;;
OGWYXBYRWGOROXGYOBGYGYXRYRBRWOWXBRWWGOYYXBORORBWWXGBGB;;;
GOWOXBYRWYBROXGYOBGYGYXRYRBRWOWXBRWWGYOYXGORORBWWXGBGB;;;
GOWOXBYRWYBROXGYOBGYGYXRYRBRWOWXGRGBGYOWXGWBORBWWXRBYO;;;
GOWOXBYRWYBRBXGOGBGYGYXRYRBRWOWXGRGBGYOWXYWWBRBWOXRYOO;;;
GOWGXBRBWYYGBXYOGBYOGRXRYRBRWOWXGRGBGYOWXYWWBRBWOXRYOO;;;
YYWBXBRBWOYGYXYOGBYOGRXRYRBRWOWXGRGBGGGWXOWWBRBWOXRYOO;;;
YYWBXBRBWOYGYXYOGBYOGRXRYRBRWOWXRROOGGGGXOBGBRBWOXWYWW;;;
YYWBXWRWROYGYXYOGBYBWRXBYRBGROOXRROOGGGGXOBGBRBWOXWYWW;;;
YYWBXWRWROYGYXYOGBYBWRXBYRBGROOXGRGBGGGWXOWWBRBWOXRYOO;;;
GOWGXWRWRYYGBXYOGBYBWRXBYRBGROOXGRGBGYOWXYWWBRBWOXRYOO;;;
GOWGXBRBWYYGBXYOGBYOGRXRYRBRWOWXGRGBGYOWXYWWBRBWOXRYOO;;;
GOWGXORRGYYGBXYOGBYWRRXWYRBWBOBXGRGBGYOWXYWWBRBWOXRYOO;;;
GOWGXORRGYYGBXYOGBYWRRXBYRWWBORXGBWBGYOWXYWWBRGROXBYOO;;;
GOWGXORRGYYGBXYOGBYWRRXWYRBWBOBXGRGBGYOWXYWWBRBWOXRYOO;;;
GOWGXBRBWYYGBXYOGBYOGRXRYRBRWOWXGRGBGYOWXYWWBRBWOXRYOO;;;
GOWGXORRGYYGBXYOGBYWRRXWYRBWBOBXGRGBGYOWXYWWBRBWOXRYOO;;;
GOWWXOYRGYRRBXGOGBGYRYXWYRBWBOBXGRGBGYOWXYWWBRBWOXRYOO;;;
GOWWXOYRGYRRBXGOGBGYRYXGYBRWBORXGWBBGYOWXYWWBRWBOXRYOO;;;
GBOWXGYRGYRRBXGOGBGYRYXGYBRWWGRXYWBBWOOOXYWWBRWBOXRYOO;;;
GBOWXYYGRYRRBXGOGBGRWYXWYBRGRGGXYWBBWOOOXYWWBRWBOXRYOO;;;
GRGWXYYGRYRRBXGOGBGRWYXWYBRGOWGXOWBBOYOBXYWWBRWBOXRYOO;;;
GRGGXYRRRYYGBXROGBYWWGXWYBRGOWGXOWBBOYOBXYWWBRWBOXRYOO;;;
GRGGXYRRRYYGOXRYOBYWWGXWYBRGOWGXOWBBOYOBXGWBORWBWXRBYO;;;
GRGGXYRRRYYGOXRYOBYWWGXBYGWGOWRXOBWBOYOBXGWBORWRWXBBYO;;;
GRGGXRROGYYGOXRYOBYYRGXRYGWWBWWXOBWBOYOBXGWBORWRWXBBYO;;;
GRGGXRROGYYGWXRBYBYYRGXRYGWWBWWXOBWBOYOBXOWOYRWRBXBOGO;;;
GRGGXRROGYYGWXRBYBYYRGXRYGWWBWWXBBGOOYOWXOBOYRWRBXOOBW;;;
GRGGXRROGYYGWXRBYBYYRGXGYWBWBWOXBRWOOYOWXOBOYRRWBXGOBW;;;
GRGGXRROGYYGWXWBGYYYRRXGRBBWBWOXBRWOOYOWXOBOYBYWRXGOBW;;;
GRGGXORBWYYGWXWBGYYRGRXORBBRGWYXBRWOOYOWXOBOYBYWRXGOBW;;;
GWOGXYRBWYYGWXWBGYYRGRXORBBRRGYXORWOWBOGXOBOYBYWRXGOBW;;;
GWOGXYRBWYYGWXBBRRYRGYXOBRBRRGYXORWOWBOGXOBOYYGWWXGOBW;;;
GWOGXYRRRYYGWXBBRRYYWYXBBRBGOGRXORWOWBOGXOBOYYGWWXGOBW;;;
GWOGXYRRRYYGWXBOBRYYWYXBBRBGOGRXORWOWBOGXRBWBYGWOXGYOW;;;
GWOGXYRRRYYGWXOOGYYYWBXBRBBGOGRXORWOWBOGXRBWBBYWRXGYOW;;;
OROBXYRRRGWGGXOOGYYYWBXBRBBGOGRXORWOWWYGXYBWBBYWRXGYOW;;;
YYOWXYRRRORGBXOOGYYYWBXBRBBGOGRXORWOWGGGXWBWBBYWRXGYOW;;;
YGWWXGRRRORGBXOOGYYYWBXBRBBGYORXYRWOGOGOXWBWBBYWRXGYOW;;;
YGWYXGYBRORRBXWOGYGOWRXBRBBGYORXYRWOGOGOXWBWBBYWRXGYOW;;;
YGWYXGYBRORRBXWOGYGOWRXBRBBGYORXGROWGOGWXWOYBBYWRXWYOB;;;
YGWYXGYBRORRYXWBWYGOWRXBRBBGYORXGROWGOGWXOORYBYWBXWOGB;;;
GOWOXGYBRYGRYXWBWYGOWRXBRBBGYORXGROWGYOWXRORYBYWBXWOGB;;;
GOWOXGYBRYGRYXWBWYGOWRXBRBBGYORXWRGBGYOOXRWGYBYWBXROWO;;;
GOWOXGYBRYGRGXWYRYGOWRXBRBBGYORXWRGBGYOOXWWBOBYWYXRBWO;;;
GYOOXWYBRYGRGXWYRYGOWRXBRBBGOGRXYRGBWGOOXWWBOBYWYXRBWO;;;
GYOOXWYBRYGRGXWYRYGOWRXYRRWGOGBXYBBBWGOOXWWBOBGRYXRBWO;;;
GYOOXWYBRYGRGXYYGBGOWRXYYWWGOGBXYBBBWGOOXWWBORRRRXRBWO;;;
GYOOXWYBRYGRRXYBWBGOWRXYYWWGOGBXYBBBWGOOXGWGYRRRBXROWO;;;
GYOOXWYBRYGRRXBBRRGOWWXYBYWGOGBXYBBBWGOOXGWGYYRRWXROWO;;;
GYOOXWYBRYGRWXBOWRGOWWXYBYWGOGBXYBBBWGOOXRWRBYRRGXRYGO;;;
GYOOXWYBRYGRGXBYGRGOWWXYBYWGOGBXYBBBWGOOXWWWOYRRRXRBRO;;;
GYOOXWYBRYGRGXRYRYGOWGXYRBWGOGBXYBBBWGOOXWWWOBWRYXRBRO;;;
GYOOXWYBRYGRYXRBRYGOWGXYRBWGOGBXYBBBWGOOXRWGYBWRWXROWO;;;
GYOOXWYBRYGRWXROWYGOWGXYRBWGOGBXYBBBWGOOXRWYBBWRGXRYRO;;;
GYOOXWYBRYGRWXROWYGOWGXWRRRGOGBXYWYBWGOOXRWYBBBBGXBYRO;;;
GYOOXWYBRYGRWXROWYGOWGXWRRRGOGBXBWROWGOYXRBYBBBBGXYYOW;;;
GYOOXWYBRYGRWXROWYGOWGXRRBWGOGYXBBBOWGOYXRBYBBWRGXRYOW;;;
GYOOXWYBRYGRWXBOGRGOWWXRBGWGOGYXBBBOWGOYXRBYBYWRRXRYOW;;;
GYOOXWYBRYGRWXGOWBGOWWXRYRWGOGYXBBBOWGOYXRBYBRGRBXRYOW;;;
GYOOXWYBRYGRWXGOWBGOWWXRYRWGOGYXYBYBWGOOXRWRBRGRBXBYBO;;;
YGOWXWYBRORRGXGOWBGOWWXRYRWGOGYXYBYBWOGOXYWRBRGRBXBYBO;;;
YGOWXWYBRORRGXROWYGOWGXRRBWGOGYXYBYBWOGOXYWRBBWRGXBYBO;;;
YOWWXOYBRORRGXROWYGOWGXRRBWGGOYXWBYBGYGOXYWRBBWRGXBYBO;;;
YOWWXOYBRORRGXRYBYGOWGXRRBWGGOYXWBYBGYGOXWWGOBWRRXBBYO;;;
YOGWXYYBRORRGXRYBYGOWGXRRBWGOWYXOBYBOWGGXWWGOBWRRXBBYO;;;
ORGGXYYBRGWRWXRYBYGOWGXRRBWGOWYXOBYBOWYGXOWGOBWRRXBBYO;;;
ORGGXYYBRGWRWXRYWBGOWBXRYRWGOWYXOBYBOWYGXOWGORGRBXBBYO;;;
ORGGXYYBRGWRWXRYBYGOWGXRRBWGOWYXOBYBOWYGXOWGOBWRRXBBYO;;;
ORGGXYYBRGWRWXRYBYGOWGXYRYBGOWBXORWBOWYGXOWGOBRWRXBBYO;;;
ORGOXYGGRGBYWXGYBYRRWWXYRYBGOWBXORWBOWYGXOWGOBRWRXBBYO;;;
ORGOXYGGRGBYWXGYBYRRWWXWRBRGOWBXOWRBOWYGXOWGOBYBRXYBYO;;;
ORGOXYGGRGBYRXGBYYRRWWXWRBRGOWBXOWRBOWYGXBWWYBYBGXYOOO;;;
ORGOXYGGRGBYGXGOOYRRWWXWRBRGOWBXOWRBOWYGXYWRBBYBWXYYBO;;;
ORGOXYGGRGBYGXGOOYRRWWXWRBRGOWBXRWGWOWYBXYOYBBYBWXOYRB;;;
ORGOXYGGRGBYGXGOOYRRWWXWRBRGOWBXOWRBOWYGXYWRBBYBWXYYBO;;;
ORGOXYGGRGBYGXGOOYRRWWXYRYBGOWBXORWBOWYGXYWRBBRWWXBYBO;;;
ORGOXYGGRGBYGXGOOYRRWWXYRYBGOWBXRRGWOWYBXYOBBBRWWXOYWB;;;
ORGOXYGGRGBYGXGOOYRRWWXYRYBGOWBXORWBOWYGXYWRBBRWWXBYBO;;;
ORGOXYGGRGBYGXGOOYRRWWXYRYBGOWBXBRBOOWYWXYBOBBRWWXRYGW;;;
ORGRXYRWRGGGGXOOOYYGWBXYRYBGOWBXBRBOOWYWXYBOBBRWWXRYGW;;;
ORGOXYGGRGBYGXGOOYRRWWXYRYBGOWBXBRBOOWYWXYBOBBRWWXRYGW;;;
ORGOXYGGRGBYGXGOOYRRWWXBRBRGOWRXBWROOWYWXYBOBBYBWXYYGW;;;
GBGGXYGGRYYYWXGOOYRRWWXBRBRGOWRXBWROOOOWXRBOBBYBWXYYGW;;;
GBGGXYGGRYYYWXGOOYRRWWXYRYBGOWBXBRBOOOOWXRBOBBRWWXRYGW;;;
GBGGXYGGRYYYOXGBRYRRWWXYRYBGOWBXBRBOOOOWXGBWYBRWWXROOW;;;
GBGGXRGYWYYYOXGBRYRBGWXORYBRGWYXBRBOOOOWXGBWYBRWWXROOW;;;
GBGGXRGYWYYYOXGBRYRBGWXRRRWRGWYXBBOOOOOWXGBWYBBRWXYOOW;;;
GBGGXRGYWYYYOXRBWRRBGBXRBWWRGWYXBBOOOOOWXGBWYYRRGXYOOW;;;
GBGBXRRBWYYGOXGBWRYRGYXRBWWRGWYXBBOOOOOWXGBWYYRRGXYOOW;;;
OGGOXRRBWGBGBXGBWRYRGYXRBWWRGWYXBBOOOOYWXYBWYYRRGXYOOW;;;
OWOOXORBWGBGBXGBWRYRGYXRBWWRGGYXRBOOWBYGXYBWYYRRGXYOOW;;;
OWOOXORBWGBGBXWBYBYRGRXRYGWRGGYXRBOOWBYGXYBWYRWRGXYOOW;;;
OGWOXBRBWGBGBXWBYBYRGRXRYGWRWOYXOBOOGRYGXYBWYRWRGXYOOW;;;
OGWRXBYRWGBRBXOBYBGWGBXRYGWRWOYXOBOOGRYGXYBWYRWRGXYOOW;;;
OGWRXWYRGGBRBXOBYBGYRBXWYGWWROBXOBOOGRYGXYBWYRWRGXYOOW;;;
OGWOXWRBGGBGBXYBYBYRRRXWYGWWROBXOBOOGRYGXYBWYRWRGXYOOW;;;
OROOXORBGGBGBXYBYBYRRRXWYGWWGGBXRBOOWWYGXYBWYRWRGXYOOW;;;
OROOXORBGGBGBXGBWRYRRYXWBYWWGGBXRBOOWWYGXYBWYYRRGXYOOW;;;
OROOXORBGGBGWXGYYRYRRYXWBYWWGGBXRBOOWWYGXOBGOYRRBXYBWW;;;
OROOXORBGGBGGXGOORYRRYXWBYWWGGBXRBOOWWYGXWBBBYRRWXYYYW;;;
ORORXOYYGGBRGXOOORGGRBXWBYWWGGBXRBOOWWYGXWBBBYRRWXYYYW;;;
ORORXOYYGGBRGXOOORGGRBXOBBBWGGYXRRROWWYGXWBBBYWWWXYYYW;;;
ORORXYYGWGBRGXOOORGOGBXYBBBROGGXRRROWWYGXWBBBYWWWXYYYW;;;
ORORXYYGWGBRGXWOWYGOGOXYROBROGGXRRROWWYGXWBBBBBWBXYYYW;;;
ORORXGYORGBRGXWOWYGYWOXGROBGYGOXRRROWWYGXWBBBBBWBXYYYW;;;
ORORXOYYGGBRGXWOWYGGROXOROBWGGYXRRROWWYGXWBBBBBWBXYYYW;;;
ORORXOYYGGBRGXWOWYGGROXOROBWGGYXYRYWWWYRXWORBBBWBXBYGB;;;
ORORXOYYGGBRGXWOWYGGROXBRBWWGGOXYBOWWWYRXWORBBYRBXYYGB;;;
GBOGXOYYGYWRWXWOWYGGROXBRBWWGGOXYBOWWRORXRORBBYRBXYYGB;;;
GBOGXOGOGYYYWXGOWYRWRWXBRBWWGGOXYBOWWRORXRORBBYRBXYYGB;;;
ORORXOGOGGBYGXGOWYRWRWXBRBWWGGOXYBOWWWYRXYORBBYRBXYYGB;;;
OROGXOYBGGWRGXWOWYGRROXBRBWWGGOXYBOWWWYRXYORBBYRBXYYGB;;;
OROGXOYBGGWRGXWOWYGRROXOROBWGGYXYRYWWWYRXYORBBBWBXBYGB;;;
OGGGXYYBGGWRGXWOWYGRROXOROBWRWYXWRYWOOYRXYORBBBWBXBYGB;;;
OGGGXYYBGGWRGXWOWYGRROXYRYRWRWBXWWBWOOYRXYORBBOBBXOYGB;;;
ORWGXWYBGGWRGXWOWYGRROXYRYRWROBXOWBWGYYGXYORBBOBBXOYGB;;;
OROGXOYBGGWRGXWOWYGRROXYRYRWGGBXYWBWWWYRXYORBBOBBXOYGB;;;
OROGXRYYRGWRGXWOWYGBWOXGRYRGBGOXYWBWWWYRXYORBBOBBXOYGB;;;
YYOWXRYYRORRGXWOWYGBWOXGRYRGBGOXYWBWWGGRXWORBBOBBXOYGB;;;
YYOWXRYYRORRGXWOWYGBWOXBROWGBGOXYBOWWGGRXWORBBGRBXYYGB;;;
YYOWXRYYRORRGXOOORGBWGXBBBWGBGOXYBOWWGGRXWORBYWRWXYYGB;;;
YYOOXRRRROGGGXBOORYWWYXBBBWGBGOXYBOWWGGRXWORBYWRWXYYGB;;;
YYOOXRRRROGGGXBOORYWWYXOBOBGBGYXYRWWWGGRXWORBYBWWXBYGB;;;
YYOOXRRRROGGGXWOBYYWWOXORBBGBGYXYRWWWGGRXWORBBYWOXBYGB;;;
OGOGXRRRRGWGGXWOBYYWWOXORBBGBGYXYRWWWOYRXYORBBYWOXBYGB;;;
OGOGXRRRRGWGOXWYGYYWWOXORBBGBGYXYRWWWOYRXBOGOBYWRXBBYB;;;
YBOOXRRRROGGGXWYGYYWWOXORBBGBGYXYRWWWOGRXWOGOBYWRXBBYB;;;
YBOWXRYORORRGXOYGYGWWGXORBBGBGYXYRWWWOGRXWOGOBYWRXBBYB;;;
YBOWXWYOWORRGXOYGYGYGGXBRBBROGRXYRWWWOGRXWOGOBYWRXBBYB;;;
YOGWXYYOWORRGXOYGYGYGGXBRBBRRWRXORWWOWGBXWOGOBYWRXBBYB;;;
YBOWXWYOWORRGXOYGYGYGGXBRBBROGRXYRWWWOGRXWOGOBYWRXBBYB;;;
YBOWXWYOWORRGXOYGYGYGGXBRBBROGRXGRROWOGYXWBBOBYWRXYBWW;;;
YBOOXWRRWOGGGXYYGYYWGOXBRBBROGRXGRROWOGYXWBBOBYWRXYBWW;;;
YBOOXWRRWOGGGXYYGYYWGOXBRBBROGRXYRWWWOGRXWOGOBYWRXBBYB;;;
YBOOXWRRWOGGGXYYGYYWGOXBRBBROGRXGRROWOGYXWBBOBYWRXYBWW;;;
YBOOXWRRWOGGGXYYGYYWGOXBRBBROGRXYRWWWOGRXWOGOBYWRXBBYB;;;
YRWOXORRWOGGGXYYGYYWGOXBRBBRBORXWRWWGYGOXWOGOBYWRXBBYB;;;
YRWOXORRWOGGGXBYORYWGYXBBRBRBORXWRWWGYGOXWOGOYGWYXBBYB;;;
YRWBXOGGWOYYGXWYORROGRXBBRBRBORXWRWWGYGOXWOGOYGWYXBBYB;;;
YRWOXORRWOGGGXBYORYWGYXBBRBRBORXWRWWGYGOXWOGOYGWYXBBYB;;;
YRWOXORRWOGGGXBYORYWGYXBBRBRBORXBRYBGYGWXWWWOYGWYXGBOO;;;
YRWOXORRWOGGGXYYGYYWGOXBRBBRBORXBRYBGYGWXWWWOBYWRXGBOO;;;
YRWOXORRWOGGGXYYGYYWGOXYRGWRBOBXBBBBGYGWXWWWOBYRRXRBOO;;;
YRWOXORRWOGGGXYYGYYWGOXYRRRRBOGXBWYBGYGWXWWWOBBBRXBBOO;;;
YRWOXORRWOGGGXYYGYYWGOXBRBBRBORXBRYBGYGWXWWWOBYWRXGBOO;;;
YRWOXORRWOGGWXYOWYYWGOXBRBBRBORXBRYBGYGWXOWRBBYWGXGYGO;;;
OGWWXORRWGOGYXYOWYYWGOXBRBBRBORXBRYBGOYWXRWRBBYWGXGYGO;;;
OGWWXRRBRGOGYXYOWYYOWOXRRBBGBOWXBRYBGOYWXRWRBBYWGXGYGO;;;
OGWYXRGORGOYYXOOWYRWWBXRRBBGBOWXBRYBGOYWXRWRBBYWGXGYGO;;;
OGWYXRGORGOYYXGOYBRWWWXRYOBGBOWXBRYBGOYWXRWRBRBWBXGYGO;;;
OGWYXRGORGOYYXOOWYRWWBXRRBBGBOWXBRYBGOYWXRWRBBYWGXGYGO;;;
OGWYXRGORGOYYXOOWYRWWBXYRWRGBOGXBWYBGOYWXRWRBBRBGXBYGO;;;
